Name,Rating,Type,Type1,Hours,About,suggest_duration,ImageURL,Address,Guide
Fort Myers River District,4.5,Neighborhoods , Points of Interest & Landmarks,11:00 AM - 10:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/71/04/c2/fort-myers-river-district.jpg?w=100&h=-1&s=1,"First Street Edwards Drive, Fort Myers, FL 33902",NULL
Mississippi Children's Museum,4.5,NULL,NULL,1:00 PM - 6:00 PM,The Mississippi Children's Museum is your Destination for Imagination. The mission of the Mississippi Children's Museum is to create unparalleled experiences to inspire excellence and a lifelong joy of learning. Visit the Mississippi Children's Museum and get inspired! Open Tuesday through Saturday 9am-5pm and Sunday 1pm-5pm Admission is $10 per person; children under the age of 1 year are free.,2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7a/47/1c/exterior.jpg?w=100&h=-1&s=1,"2145 Museum Blvd, Jackson, MS 39202-6000",NULL
Principal Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/9a/c7/18/principal-park-at-sunset.jpg?w=100&h=-1&s=1,"1 Line Dr, Des Moines, IA 50309-4640",NULL
The Noland Trail,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/94/a9/5c/captured-by-patti-dearman.jpg?w=100&h=-1&s=1,"100 Museum Dr, Newport News, VA 23606-3757",NULL
Gibbon Conservation Center,4.5,NULL,NULL,9:30 AM - 12:00 PM,"The Gibbon Conservation Center is home to more than 40 highly endangered gibbon apes (small apes). This peaceful location is where gibbons live in family groups, raise their infants and socialize as they would in the wild. A guided tour is given at 10:00 a.m. on weekends, when they are open to the public between 9:30 a.m. and noon. Wonderful photo opportunities and a chance to watch gibbons swing from branch to branch and hear them sing their melodic songs. There is a gift shop on site. Private and school tours are available on weekdays.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/df/b5/ef/gibbon-conservation-center.jpg?w=100&h=-1&s=1,"19100 Esguerra Road off Bouquet Canyon near Lombardi Ranch, Santa Clarita, CA 91390",NULL
Lanterman's Mill,4.5,NULL,NULL,NULL,- Temporarily closed,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/90/0b/aa/lanterman-s-mill-and.jpg?w=100&h=-1&s=1,"1001 Canfield Rd, Youngstown, OH 44511-2368",NULL
Ole Smoky Whiskey Barrelhouse,5.0,NULL,NULL,10:00 AM - 11:00 PM,,< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/f4/b5/dc/ole-smoky-distillery.jpg?w=100&h=-1&s=1,"650 Parkway, Gatlinburg, TN 37738-3204",NULL
Festival of Arts and Pageant of the Masters,4.5,NULL,NULL,8:30 PM - 10:30 PM,"Located on the Festival of Arts grounds is one of the most unique theatrical productions in the world, the Pageant of the Masters. Watch real people be magically transformed into life-sized re-creations of famous works of art. A live narrator guides you through the story of each living picture accompanied by a full orchestra. Shows are nightly. There is nothing like it anywhere... only in Laguna Beach.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/0c/04/79/art-comes-to-life-under.jpg?w=100&h=-1&s=1,"650 Laguna Canyon Rd, Laguna Beach, CA 92651-1837",NULL
The Tabernacle,4.5,NULL,NULL,NULL,Home to the world-famous Mormon Tabernacle Choir and the Tabernacle Organ.,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5e/0a/df/pipe-organ-the-color.jpg?w=100&h=-1&s=1,"50 E North Temple (at the Temple Square Tabernacle), Salt Lake City, UT 84150-9001",NULL
Monarch Scenic Tram,4.5,NULL,NULL,8:30 AM - 5:30 PM,,< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/14/61/51/view-from-lookout-via.jpg?w=100&h=-1&s=1,"Monarch Pass, U.S. 50 Salida, CO, Salida, CO 81201",NULL
Edgartown Lighthouse,4.5,NULL,NULL,10:00 AM - 5:00 PM,"The Martha's Vineyard Museum is privileged to be the steward of three of the Island's lighthouses. The East Chop, Edgartown, and Gay Head lighthouses are not only historic reminders of a bygone age, but are working beacons that still send a light out into the night. Beyond their important functional role, these structures also offer visitors spectacular views of the breathtaking beauty of Vineyard Sound, the simple elegance of Edgartown Harbor & Chappaquiddick, and the majestic cliffs of Aquinnah. Major renovations completed in 2007, including installation of a staircase to the lantern room, allow the interior of the Edgartown Light to be open to visitors. A lighthouse keeper will be available and the doors will be open during designated hours. Parking is available, but limited, on North Water Street. The Vineyard Transit Authority (VTA) busses drop off on Church Street in Edgartown. It is a 5-10 minute walk to the lighthouse from this location.",< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/09/e9/06/photo0jpg.jpg?w=100&h=-1&s=1,"121 N Water St, Edgartown, Martha&#39;s Vineyard, MA 02539-8016",NULL
Lake Waccamaw State Park,4.5,State Parks , Bodies of Water,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8f/0c/7a/dam.jpg?w=100&h=-1&s=1,"1866 State Park Drive, NC Lake Waccamaw, NC 28450",NULL
Union Pacific Railroad Museum,4.5,Speciality Museums , History Museums,NULL,Our museum has chronicled more than 150 years of American railroad history through unique artifacts and immersive interactive games. Admission is free.,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/38/2e/aa/caption.jpg?w=100&h=-1&s=1,"200 Pearl St, Council Bluffs, IA 51503-0825",NULL
Big Splash Adventure Indoor Waterpark & Resort,3.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/89/3a/9a/part-of-the-lazy-river.jpg?w=100&h=-1&s=1,"8505 Indiana 56, French Lick, IN 47432",NULL
Downtown Bozeman,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b2/fc/6f/photo0jpg.jpg?w=100&h=-1&s=1,NULL,NULL
Avalanche Lake,4.5,Bodies of Water , Hiking Trails,NULL,A popular hiking area within Glacier National Park.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/dd/4d/c6/glacier-national-park.jpg?w=100&h=-1&s=1,NULL,NULL
New Buffalo Public Beach,4.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/4a/97/25/photo0jpg.jpg?w=100&h=-1&s=1,NULL,NULL
Replay Amusement Museum,4.5,NULL,NULL,11:00 AM - 7:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/c8/3c/20190320-140034-largejpg.jpg?w=100&h=-1&s=1,"119 Tarpon Ave, Tarpon Springs, FL 34689",NULL
Warinanco Park,4.5,NULL,NULL,12:00 AM - 11:59 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/05/7f/5f/warinanco-park.jpg?w=100&h=-1&s=1,"2499 Saint Georges Avenue, Elizabeth, NJ 07203-3827",NULL
Acrisure Stadium Tours,4.5,NULL,NULL,NULL,"Home of the Pittsburgh Steelers, this horseshoe-shaped stadium opened in 2001, and offers spectacular views of the city and riverfront.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d5/69/1f/new-field.jpg?w=100&h=-1&s=1,"100 Art Rooney Ave, Pittsburgh, PA 15212-5729",NULL
Rocky Point State Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/5a/91/9b/walking-path-in-rocky.jpg?w=100&h=-1&s=1,"130 Rocky Point Ave 02889, Warwick, RI 02889-6412",NULL
Valles Caldera National Preserve,4.5,NULL,NULL,9:00 AM - 5:00 PM,"Known for its expansive high mountain valles, large elk herds, and diverse history, the Preserve is a favorite among the locals when friends and relatives are in town. If you are in New Mexico you do not want to miss this. Bring your camera and enjoy the expansive views. Pet Friendly: Dogs on leashes are welcome at the contact stations, but are prohibited elsewhere on the Preserve. Registered assistance animals are allowed.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/4a/4b/90/valles-caldera-national.jpg?w=100&h=-1&s=1,NULL,NULL
Casino at Don Laughlin's Riverside Resort,3.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/db/83/49/casino-at-don-laughlin.jpg?w=100&h=-1&s=1,"1650 S Casino Dr, Laughlin, NV 89029-1512",NULL
Sand Key Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/56/39/3b/photo5jpg.jpg?w=100&h=-1&s=1,"1060 Gulf Blvd, Clearwater, FL 33767-2701",NULL
Downtown Farmers Market,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a5/01/fb/downtown-farmers-market.jpg?w=100&h=-1&s=1,"555 Walnut St, Des Moines, IA 50314",NULL
American Quarter Horse Hall of Fame & Museum,4.5, Speciality Museums , History Museums,NULL,"The development of the American Quarter Horse from colonial times to present day is traced through interactive exhibits, dramatic video presentations and live demonstrations.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ef/49/f9/the-building-greets-you.jpg?w=100&h=-1&s=1,"2601 I-40 East at Quarter Horse Dr, Amarillo, TX 79104",NULL
Hidden Falls Adventure Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/57/d3/da/hidden-falls-adventure.jpg?w=100&h=-1&s=1,"7030 E Fm 1431, Marble Falls, TX 78654-3788",NULL
Monterey Peninsula Recreational Trail,5.0,NULL,NULL,NULL,Popular hiking trail running along the Pacific Grove and Monterey coast.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/9d/63/39/rugged-coastline.jpg?w=100&h=-1&s=1,NULL,NULL
Franklin D. Roosevelt Presidential Library and Museum,5.0, Libraries , History Museums,9:00 AM - 5:00 PM,"Historic site features the home and estate of Franklin D. Roosevelt, Springwood, and the Franklin D. Roosevelt Presidential Library and Museum, the only Presidential Library used by a sitting president. It was conceived and built under President Roosevelt's direction and opened to the public in 1941.The Library's mission is to foster research and education on the life and times of Franklin and Eleanor Roosevelt, and their continuing impact on contemporary life. Our work is carried out by four major areas: Archives, Museum, Education and Public Programs.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/5e/29/c1/franklin-d-roosevelt.jpg?w=100&h=-1&s=1,"4097 Albany Post Rd, Hyde Park, NY 12538-1917",NULL
Gillette Stadium,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/97/34/4c/photo1jpg.jpg?w=100&h=-1&s=1,"1 Patriot Pl, Foxborough, MA 02035-1388",NULL
Roger Dean Stadium,4.5,NULL,NULL,9:00 AM - 5:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e6/61/d8/roger-dean-stadium.jpg?w=100&h=-1&s=1,"4751 Main St, Jupiter, FL 33458-5203",NULL
Grandfather Mountain,4.5,Mountains , Nature & Wildlife Areas,NULL,"Grandfather Mountain’s pristine scenery and sweeping vistas rejuvenate mind and spirit. At an elevation of 5,946 feet, Grandfather is recognized as one of the world’s most diverse nature preserves. Be exhilarated by the altitude and panoramic views from the Mile High Swinging Bridge; stand eye-to-eye with bears, cougars and otters in natural habitats. Dine in the restaurant or find a scenic picnic spot, browse the nature museum, wander the trails, go behind the scenes of the animal habitats, visit with knowledgeable naturalists, and stop for a treat at the fudge shop. Fill your day with family memories at place where wonders never cease.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/16/11/c8/grandfather-mountain.jpg?w=100&h=-1&s=1,"2050 Blowing Rock Highway, Linville, NC 28646",NULL
Fort Worth Japanese Garden,4.5,NULL,NULL,9:00 AM - 5:00 PM,,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/04/4c/5e/the-moon-bridge-in-summer.jpg?w=100&h=-1&s=1,"3400 Japanese Garden Ln, Fort Worth, TX 76107-3422",NULL
Staples Center,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/7e/99/e7/photo3jpg.jpg?w=100&h=-1&s=1,"1111 S Figueroa St, Los Angeles, CA 90015-1300","How to get there
Pico • 4 min walk"
Rockin' Raceway Arcade,4.5,NULL,NULL,10:00 AM - 10:00 PM,"From kart racing on the fastest slick track in The Smokies to bouncing through more than 150 games of every type, there’s plenty of excitement at Rockin’ Raceway! Check us out online to take advantage of our great deals on our Go-Karts and play cards! We have a deal for everyone!",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/11/19/fa/experience-start-of-the.jpg?w=100&h=-1&s=1,"2839 Parkway, Pigeon Forge, TN 37863-3315",NULL
Babcock Ranch Preserve,4.5,NULL,NULL,NULL,,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a5/e9/44/babcock-ranch-preserve.jpg?w=100&h=-1&s=1,NULL,NULL
Oglebay Good Zoo,4.0,NULL,NULL,11:00 AM - 3:00 PM,"Home to 50 species of animals, 20 of which are rare or endangered, the Good Zoo is the only institution in the state of West Virginia accredited by the Association of Zoos and Aquariums.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/3d/d2/8a/the-one-slimy-turtle.jpg?w=100&h=-1&s=1,"465 Lodge Dr, Wheeling, WV 26003-1967",NULL
The House of Refuge Museum,4.5,NULL,NULL,1:00 PM - 4:00 PM,"Step back in time to the turn of the century with a visit to the House of Refuge Museum at Gilbert’s Bar. Built as one of ten along the east coast of Florida, it is the oldest structure in Martin County and is the only remaining House of Refuge. Want to visit the wreck of the Georges Valentine? Only 100 yards from shore, you can walk from the House of Refuge and snorkel or dive the wreck. Looking for the ideal Beach Wedding or an Ocean side Event? We can make it happen! Select your many options below and DISCOVER WHAT POSSIBILITIES AWAIT YOU!",< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/82/22/3a/20180315-131357-largejpg.jpg?w=100&h=-1&s=1,"301 SE Macarthur Blvd, Stuart, FL 34996-4908",NULL
Wolf Sanctuary of PA,4.5,NULL,NULL,NULL,Wolf Sanctuary of PA is dedicated to providing as near a natural life home to the wolves and wolf hybrids that live here. We hope to share educational information with our visitors and introduce you to the world of the wolf.,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/95/c5/e0/photo4jpg.jpg?w=100&h=-1&s=1,"465 Speedwell Forge Rd, Lititz, PA 17543-9537",NULL
Capital Crescent Trail,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Strathmore,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/d4/29/28/view-from-the-last-row.jpg?w=100&h=-1&s=1,"5301 Tuckerman Ln, Bethesda, MD 20852-3385","How to get there
Grosvenor–Strathmore • 4 min walk"
Collins Avenue,4.5,NULL,NULL,NULL,"Collins Avenue, also known as State Road A1A, is the main shopping and hotel street in Miami Beach and runs parallel to the beach.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/60/34/45/av-collins.jpg?w=100&h=-1&s=1,,NULL
Tybee Island Marine Science Center,4.0,NULL,NULL,10:00 AM - 4:00 PM,"We provide year-round programs for island visitors and groups . . . On the beach, in the marsh, on the water, in the classroom, and our Coastal Georgia Gallery. Our mission is to cultivate responsible stewardship of coastal Georgia's natural resources through education, conservation, and research. Island's Visitors: Walks, Talks & Treks and Sea Camp: Coastal Kids Ocean Adventure Corporate-Family-Elderhostel Groups: Authentic Coastal Experience and Floating Classrooms School Groups: Coastal Classroom Girl Scouts: Coastal Badge Program Boy and Cub Scouts: Barrier Island Patch Program and Oceanography Merit Badge Program Our Ocean Outreach program extends our educational reach to public and private events",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/db/46/0e/tybee-island-marine-science.jpg?w=100&h=-1&s=1,"37 Meddin Dr, Tybee Island, GA 31328-9734",NULL
Old Sturbridge Village,4.5,Educational sites , History Museums,9:30 AM - 4:00 PM,"A recreated New England village, with authentic period buildings, provides vistors with an intimate view of life in the early 1800s.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/31/dd/ef/old-sturbridge-village.jpg?w=100&h=-1&s=1,"1 Old Sturbridge Village Rd, Sturbridge, MA 01566-1198",NULL
Columbian Park Zoo,4.5,NULL,NULL,NULL,,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/49/47/dd/columbian-park-zoo.jpg?w=100&h=-1&s=1,"1915 Scott St, Lafayette, IN 47904-2929",NULL
Missoula Farmer's Market,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a2/8c/52/my-favorite-part-of-the.jpg?w=100&h=-1&s=1,NULL,NULL
Calico Ghost Town,3.5,NULL,NULL,NULL,"Visitors from around the world come to Calico each year to experience a real ghost town originally settled in the 1880s.A hive of activity for the adventurous at heart - the park hosts the Mystery Shack- a crooked house where water runs uphill, two museums, narrow-gauge train rides and gold panning.Calico was founded during California’s largest silver strike. The town thrived for 12 years, until the price of silver plunged and mining operations ceased. By 1907, residents had moved away, leaving Calico to the tumbleweeds and spirits.Amenities include group and RV camping, mountain bike trails and off-road vehicle areas, fourteen shops, three restaurants, cabins and bunkhouses. Special events are held year-round, including Civil War re-enactments in February, Spring Festival featuring Americana music, the Calico Days Festival when the town’s rich mining history is celebrated with a burro race, miner’s triathlon, music and more, and let’s not overlook the ever-popular Halloween Ghost Haunt in October. The desert park is just a few miles north of Barstow, and minutes offInterstate 15. Calico Ghost Town is a great place to get a bite to eat and do a little shopping if you’re traveling between Los Angeles and Las Vegas.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/aa/b9/b6/calico-ghost-town.jpg?w=100&h=-1&s=1,"36600 Ghost Town Rd, Yermo, CA 92398-0406",NULL
Kindred Spirit Mailbox,5.0,NULL,NULL,NULL,,2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c7/26/06/kindred-mailbox.jpg?w=100&h=-1&s=1,NULL,NULL
Enger Park and Tower,4.5,Points of Interest & Landmarks , Parks,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/30/ae/cc/view-from-enger-towe.jpg?w=100&h=-1&s=1,"16th Ave W & Skyline Drive, Duluth, MN 55811",NULL
Three Brothers Wineries and Estates,4.5,NULL,NULL,"Closed until Mar 16, 2023","Looking for something different in your wine tasting experience? Join us at Three Brothers Wineries and Estates, where 35 acres of passion, pleasure, and adventure awaits you! Maximize your escape from the grind with one stop- three unique wineries and one fabulous brewery and tasting room on the property, all within walking distance of each other. From fine Estate Rieslings to our fun, blended sweet wines, you are sure to find something to please!",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cf/85/a2/entrance-to-courtyard.jpg?w=100&h=-1&s=1,"623 Lerch Rd, Geneva, NY 14456-9295",NULL
Seven Presidents Oceanfront Park,4.5,NULL,NULL,8:00 AM - 4:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/6e/d8/5a/seven-presidents-oceanfront.jpg?w=100&h=-1&s=1,"221 Ocean Ave N, Long Branch, NJ 07740-7562",NULL
Riverview Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d0/b9/6e/very-modern.jpg?w=100&h=-1&s=1,NULL,NULL
Morris Island Lighthouse,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f8/e6/df/lighthouse.jpg?w=100&h=-1&s=1,"1750 E Ashley Avenue, Folly Beach, SC 29439",NULL
Dinosaur World,4.0,Science Museums , Parks,9:00 AM - 5:00 PM,"Dinosaur World is a self guided outdoor museum with over 200 life size dinosaurs in a natural setting. Dig for fossils in the Fossil Dig, uncover a life size dinosaur skeleton replica from under the sand in the Boneyard, visit Exploration Cave for a guided tour with a Paleontologist and try your hand at trivia during the Triviasaurus Rex Game Show! Check out the museum with real artifacts and animatronic dinosaurs and our NEW Florida Fossils Museum! Pan for real gems and minerals at the Dino Gem Mine and CRACK YOUR OWN GEODE at the Geode Cracker!",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c3/ee/4d/dinos.jpg?w=100&h=-1&s=1,"5145 Harvey Tew Rd, Plant City, FL 33565-6101",NULL
Bandelier National Monument,5.0,Historic Sites , Canyons,NULL,"Bandelier National Monument is 50 square miles of the Pajarito Plateau, on the slopes of the Jemez Volcanic field in the Jemez Mountains. Over 70% of the Monument is Wilderness, with over 1 mile elevation change, from about 5000' along the Rio Grande to over 10,000' at the rim of the Valles Caldera, providing for a wide range of life zones and wildlife habitat. There are only 3 miles of road, but over 70 miles of hiking trails. The Monument, founded in 1916, protects Ancestral Pueblo archeological sites, a beautiful landscape, and the country's largest Civilian Conservation Corps National Landmark District.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/2c/11/29/bandelier-national-monument.jpg?w=100&h=-1&s=1,"15 Entrance Rd, Los Alamos, NM 87544-9508",NULL
Proctor's Theater,5.0,NULL,NULL,10:00 AM - 5:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/1e/69/48/proctor-s-theater.jpg?w=100&h=-1&s=1,"432 State St, Schenectady, NY 12305-2393","How to get there
Schenectady Station • 4 min walk"
Apple Park Visitor Center,4.0,NULL,NULL,NULL,"Step into the heart of the Apple empire at this sleek and modern building—the only part of the Apple Park campus that’s open to the public. Here, you can tour the innovative exhibition space for a behind-the-scenes look at Apple’s journey, technology, and design principles, head up to the roof terrace for an expansive view of Apple Park, and rub shoulders with other creatives at the cafe. Of course, the highlight of the center is the massive Apple Store where you can browse their full range of products and snag exclusive merchandise.

You can check out the center and other tech giants on a tour of Silicon Valley. – Tripadvisor",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c5/91/46/apple-park-visitor-center.jpg?w=100&h=-1&s=1,"10600 N Tantau Ave, Cupertino, CA 95014-0739",NULL
Hard Rock Hotel & Casino Biloxi,4.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a9/74/fa/screenshot-2018-01-01.jpg?w=100&h=-1&s=1,"777 Beach Blvd, Biloxi, MS 39530-4300",NULL
Antler Arches of Jackson,4.5,NULL,NULL,NULL,,< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/fb/00/e7/arco.jpg?w=100&h=-1&s=1,"US Highway 26, Jackson, WY 83001",NULL
Saugatuck Dunes State Park,4.5,State Parks , Cross-country Ski Areas,NULL,"The park's 850 acres include a beach, dunes and cross-country ski trails.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/bb/a7/54/saugatuck-dunes-state.jpg?w=100&h=-1&s=1,"6575 138th Ave, Holland, MI 49423-9740",NULL
Hudson River Maritime Museum,4.5,Speciality Museums , History Museums,12:00 PM - 5:00 PM,"Tour Hudson River Lighthouses aboard SOLARIS- Our 100% Solar Powered Tour Boat! Take a sailing lesson at our Sailing School. Take a class our Wooden Boat School.Check out our variety of beautiful spaces for events that include boat tours. 2022 Exhibits - ""A New Age of Sail: The History and Future of Sail Freight on the Hudson River"": examines the long history of sailing cargo vessels on the Hudson River, from the 17th century until their decline in the mid-20th century, and how the lessons of that era might help us combat the challenges of climate change in the 21st century. ""Warning Signs: Climate Change in the Hudson Valley"" Exhibit This new permanent exhibit at the Hudson River Maritime Museum examines the science and history behind climate change and how it has affected and will continue to affect the Hudson River Valley. ""Rescuing the River: 50 Years of Environmental Activism on the Hudson"" Tracing the roles of individuals and organizations in the environmental movement in NY.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/d1/ad/3d/hudson-river-maritime.jpg?w=100&h=-1&s=1,"50 Rondout Lndg, Kingston, NY 12401-6092",NULL
Old Slave Mart Museum,4.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/35/d5/61/caption.jpg?w=100&h=-1&s=1,"6 Chalmers St, Charleston, SC 29401-3005",NULL
Harris Beach State Park,4.5,NULL,NULL,NULL,A year-round state park with spectacular monoliths.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/99/ae/4b/harris-beach-state-park.jpg?w=100&h=-1&s=1,NULL,NULL
South Beach,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1a/01/45/photo4jpg.jpg?w=100&h=-1&s=1,NULL,NULL
MetLife Stadium,4.0,NULL,NULL,NULL,,2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/8c/39/99/metlife-stadium.jpg?w=100&h=-1&s=1,"1 Metlife Stadium Dr, East Rutherford, NJ 07073-5100",NULL
Old Canada Road Scenic Byway,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/7d/66/95/old-canada-road.jpg?w=100&h=-1&s=1,NULL,NULL
Payette Lake,5.0,NULL,NULL,NULL,"A 5,330-acre lake near the resort town of McCall.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d4/e2/07/photo0jpg.jpg?w=100&h=-1&s=1,NULL,NULL
Miller Park Zoo,4.5,NULL,NULL,9:30 AM - 5:00 PM,"Miller Park Zoo offers many exhibits and Zookeeper interaction opportunities that are enjoyed by the whole family. Some highlights include: reindeer, Sumatran tiger, greater flamingos, river otters, red pandas, lemurs, Galapagos tortoise, bald eagles, Pallas' cat, snow leopards, gibbons, and red wolves. The Zoo features many large indoor and outdoor exhibits such as a Tropical America Rainforest, ZooLab, Katthoefer Animal Building, Wallaby WalkAbout, Children's Zoo, and Animals of Asia.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/63/da/f4/filename-dsc06112-copy.jpg?w=100&h=-1&s=1,"1020 S Morris Ave Miller Park, Bloomington, Bloomington-Normal, IL 61701-6307",NULL
Inks Lake State Park,4.5,State Parks , Bodies of Water,NULL,"A 1,200-acre state park known for the 803-acre Inks Lake used for fishing, scuba diving and other water sports.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/25/b5/a7/devils-watering-hole.jpg?w=100&h=-1&s=1,"3630 Park Road 4 W, Burnet, TX 78611",NULL
Swain County Heritage Museum,4.5,NULL,NULL,10:00 AM - 4:00 PM,"Located in the 1908 historic courthouse in downtown Bryson City, North Carolina, the Swain County Heritage Museum tells the story of Swain County and its people. Through photos, exhibits and video you will learn about the life of early settlers; and how the creation of the Great Smoky Mountains National Park and Fontana Dam rewrote the landscape and changed lives. You will enjoy seeing the restored log cabin porch, the 1887 church organ and one-room schoolhouse desks, plus children's activity area among other items. There is not an admission charge, however donations are accepted. Restrooms are accessible.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/de/48/c9/the-museum-items-are.jpg?w=100&h=-1&s=1,"12 Everett St, Bryson City, NC 28713-0930",NULL
